"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Guapiaçu","Guapiacu","-20.7950","-49.2200","Brazil","BR","BRA","São Paulo","minor","21711","1076397497"
"Assaré","Assare","-6.8739","-39.8750","Brazil","BR","BRA","Ceará","minor","21697","1076082622"
"Paramirim","Paramirim","-13.4425","-42.2389","Brazil","BR","BRA","Bahia","minor","21695","1076772548"
"Ibicaraí","Ibicarai","-14.8650","-39.5878","Brazil","BR","BRA","Bahia","minor","21665","1076929128"
"Piraí do Sul","Pirai do Sul","-24.5258","-49.9489","Brazil","BR","BRA","Paraná","minor","21647","1076395519"
"Riachão das Neves","Riachao das Neves","-11.7458","-44.9100","Brazil","BR","BRA","Bahia","minor","21642","1076225070"
"São Miguel do Guaporé","Sao Miguel do Guapore","-11.6936","-62.7114","Brazil","BR","BRA","Rondônia","minor","21635","1076548430"
"Bela Vista","Bela Vista","-22.1089","-56.5208","Brazil","BR","BRA","Mato Grosso do Sul","minor","21613","1076965093"
"Paraguaçu","Paraguacu","-21.5331","-45.7664","Brazil","BR","BRA","Minas Gerais","minor","21605","1076438228"
"Ibirubá","Ibiruba","-28.6278","-53.0900","Brazil","BR","BRA","Rio Grande do Sul","minor","21583","1076502864"
"Pancas","Pancas","-19.2250","-40.8508","Brazil","BR","BRA","Espírito Santo","minor","21548","1076691599"
"Ladário","Ladario","-19.0050","-57.6019","Brazil","BR","BRA","Mato Grosso do Sul","minor","21522","1076116467"
"Mari","Mari","-7.0600","-35.3189","Brazil","BR","BRA","Paraíba","minor","21512","1076164714"
"Bastos","Bastos","-21.9167","-50.7333","Brazil","BR","BRA","São Paulo","minor","21503","1076067823"
"Parelhas","Parelhas","-6.6878","-36.6578","Brazil","BR","BRA","Rio Grande do Norte","minor","21499","1076603835"
"Boquira","Boquira","-12.8231","-42.7306","Brazil","BR","BRA","Bahia","minor","21497","1076113400"
"Alta Floresta D’Oeste","Alta Floresta D'Oeste","-11.9283","-61.9950","Brazil","BR","BRA","Rondônia","minor","21494","1076909732"
"Iguaí","Iguai","-14.7558","-40.0889","Brazil","BR","BRA","Bahia","minor","21491","1076176449"
"Nhamundá","Nhamunda","-2.1861","-56.7131","Brazil","BR","BRA","Amazonas","minor","21443","1076418792"
"Tambaú","Tambau","-21.7050","-47.2739","Brazil","BR","BRA","São Paulo","minor","21435","1076693852"
"Icapuí","Icapui","-4.7128","-37.3550","Brazil","BR","BRA","Ceará","minor","21433","1076044924"
"Feira Nova","Feira Nova","-7.9508","-35.3889","Brazil","BR","BRA","Pernambuco","minor","21427","1076002906"
"São João do Piauí","Sao Joao do Piaui","-8.3578","-42.2469","Brazil","BR","BRA","Piauí","minor","21421","1076131046"
"Uruçuca","Urucuca","-14.5928","-39.2839","Brazil","BR","BRA","Bahia","minor","21420","1076099811"
"Jandaia do Sul","Jandaia do Sul","-23.6028","-51.6428","Brazil","BR","BRA","Paraná","minor","21408","1076619857"
"Perdões","Perdoes","-21.0908","-45.0908","Brazil","BR","BRA","Minas Gerais","minor","21384","1076957512"
"Igreja Nova","Igreja Nova","-10.1253","-36.6619","Brazil","BR","BRA","Alagoas","minor","21372","1076657948"
"Silva Jardim","Silva Jardim","-22.6508","-42.3919","Brazil","BR","BRA","Rio de Janeiro","minor","21352","1076211429"
"São João","Sao Joao","-8.8756","-36.3667","Brazil","BR","BRA","Pernambuco","minor","21312","1076391297"
"Rolante","Rolante","-29.6508","-50.5758","Brazil","BR","BRA","Rio Grande do Sul","minor","21253","1076821052"
"São Sepé","Sao Sepe","-30.1608","-53.5650","Brazil","BR","BRA","Rio Grande do Sul","minor","21219","1076826234"
"Lucélia","Lucelia","-21.7203","-51.0189","Brazil","BR","BRA","São Paulo","minor","21196","1076675967"
"Caaporã","Caapora","-7.5158","-34.9078","Brazil","BR","BRA","Paraíba","minor","21193","1076003332"
"Boca da Mata","Boca da Mata","-9.6408","-36.2200","Brazil","BR","BRA","Alagoas","minor","21187","1076171767"
"Maracaçumé","Maracacume","-2.0428","-45.9589","Brazil","BR","BRA","Maranhão","minor","21149","1076686311"
"Princesa Isabel","Princesa Isabel","-7.7369","-37.9928","Brazil","BR","BRA","Paraíba","minor","21114","1076459483"
"Conceição de Macabu","Conceicao de Macabu","-22.0850","-41.8678","Brazil","BR","BRA","Rio de Janeiro","minor","21104","1076769860"
"Itapaci","Itapaci","-14.9508","-49.5489","Brazil","BR","BRA","Goiás","minor","21087","1076617885"
"São Marcos","Sao Marcos","-28.9708","-51.0678","Brazil","BR","BRA","Rio Grande do Sul","minor","21084","1076872375"
"Melgaço","Melgaco","-1.8039","-50.7119","Brazil","BR","BRA","Pará","minor","21064","1076524502"
"Palmeiras","Palmeiras","-2.6450","-44.8950","Brazil","BR","BRA","Maranhão","","21059","1076244098"
"Caxambu","Caxambu","-21.9769","-44.9328","Brazil","BR","BRA","Minas Gerais","minor","21056","1076000185"
"Paulistana","Paulistana","-8.1439","-41.1500","Brazil","BR","BRA","Piauí","minor","21055","1076742398"
"Laje","Laje","-13.1819","-39.4250","Brazil","BR","BRA","Bahia","minor","21052","1076078373"
"Itapecerica","Itapecerica","-20.4728","-45.1258","Brazil","BR","BRA","Minas Gerais","minor","21046","1076261582"
"Itambacuri","Itambacuri","-18.0364","-41.6830","Brazil","BR","BRA","Minas Gerais","minor","21042","1076323547"
"Mirador","Mirador","-6.3708","-44.3628","Brazil","BR","BRA","Maranhão","minor","21030","1076000972"
"São Jerônimo","Sao Jeronimo","-29.9589","-51.7219","Brazil","BR","BRA","Rio Grande do Sul","minor","21028","1076728230"
"Tanhaçu","Tanhacu","-14.0208","-41.2478","Brazil","BR","BRA","Bahia","minor","21006","1076735805"
"Cassilândia","Cassilandia","-19.1128","-51.7339","Brazil","BR","BRA","Mato Grosso do Sul","minor","20988","1076404532"
"Capela do Alto","Capela do Alto","-23.4706","-47.7347","Brazil","BR","BRA","São Paulo","minor","20985","1076545027"
"Santa Vitória","Santa Vitoria","-18.8389","-50.1208","Brazil","BR","BRA","Minas Gerais","minor","20973","1076319430"
"Caracaraí","Caracarai","1.8158","-61.1278","Brazil","BR","BRA","Roraima","minor","20957","1076314585"
"Carmo do Rio Claro","Carmo do Rio Claro","-20.9731","-46.1189","Brazil","BR","BRA","Minas Gerais","minor","20954","1076819558"
"Pacatu","Pacatu","-11.9578","-38.9750","Brazil","BR","BRA","Bahia","minor","20952","1076255229"
"Alagoa Nova","Alagoa Nova","-7.0708","-35.7583","Brazil","BR","BRA","Paraíba","minor","20921","1076318882"
"Guará","Guara","-20.4283","-47.8242","Brazil","BR","BRA","São Paulo","minor","20911","1076888362"
"Monte Santo de Minas","Monte Santo de Minas","-21.1900","-46.9800","Brazil","BR","BRA","Minas Gerais","minor","20890","1076791401"
"Quixeré","Quixere","-5.0739","-37.9889","Brazil","BR","BRA","Ceará","minor","20874","1076686573"
"Lajinha","Lajinha","-20.1508","-41.6228","Brazil","BR","BRA","Minas Gerais","minor","20835","1076832869"
"Junqueirópolis","Junqueiropolis","-21.5147","-51.4336","Brazil","BR","BRA","São Paulo","minor","20831","1076673647"
"Conselheiro Pena","Conselheiro Pena","-19.1719","-41.4719","Brazil","BR","BRA","Minas Gerais","minor","20824","1076535135"
"São José da Laje","Sao Jose da Laje","-9.0100","-36.0578","Brazil","BR","BRA","Alagoas","minor","20813","1076054704"
"Tupanatinga","Tupanatinga","-8.7528","-37.3400","Brazil","BR","BRA","Pernambuco","minor","20801","1076649310"
"Conceição da Feira","Conceicao da Feira","-12.5058","-38.9989","Brazil","BR","BRA","Bahia","minor","20800","1076395046"
"Ibicoara","Ibicoara","-13.4108","-41.2850","Brazil","BR","BRA","Bahia","minor","20785","1076421535"
"Cordeiro","Cordeiro","-22.0289","-42.3608","Brazil","BR","BRA","Rio de Janeiro","minor","20783","1076177058"
"Chaves","Chaves","-0.1600","-49.9878","Brazil","BR","BRA","Pará","minor","20757","1076482622"
"Beruri","Beruri","-3.9022","-61.3714","Brazil","BR","BRA","Amazonas","minor","20718","1076241200"
"Oliveira dos Brejinhos","Oliveira dos Brejinhos","-12.3169","-42.8958","Brazil","BR","BRA","Bahia","minor","20715","1076923541"
"Divino","Divino","-20.6139","-42.1489","Brazil","BR","BRA","Minas Gerais","minor","20706","1076414519"
"São João Batista","Sao Joao Batista","-2.9553","-44.8069","Brazil","BR","BRA","Maranhão","minor","20701","1076543208"
"Guaratinga","Guaratinga","-16.5856","-39.7819","Brazil","BR","BRA","Bahia","minor","20700","1076729766"
"Campestre","Campestre","-21.7108","-46.2458","Brazil","BR","BRA","Minas Gerais","minor","20696","1076284455"
"Olho d’Água das Flores","Olho d'Agua das Flores","-9.5358","-37.2939","Brazil","BR","BRA","Alagoas","minor","20695","1076043896"
"São João de Pirabas","Sao Joao de Pirabas","-0.7689","-47.1739","Brazil","BR","BRA","Pará","","20689","1076536958"
"Altinho","Altinho","-8.4900","-36.0589","Brazil","BR","BRA","Pernambuco","minor","20674","1076882089"
"Lagoa do Itaenga","Lagoa do Itaenga","-7.9167","-35.3333","Brazil","BR","BRA","Pernambuco","","20659","1076975552"
"Santa Teresa","Santa Teresa","-19.9358","-40.6000","Brazil","BR","BRA","Espírito Santo","minor","20622","1076719847"
"Maraú","Marau","-14.1039","-39.0149","Brazil","BR","BRA","Bahia","minor","20617","1076616022"
"Chã Grande","Cha Grande","-8.2378","-35.4619","Brazil","BR","BRA","Pernambuco","minor","20546","1076188673"
"Carlos Barbosa","Carlos Barbosa","-29.2978","-51.5039","Brazil","BR","BRA","Rio Grande do Sul","minor","20519","1076670550"
"Capanema","Capanema","-25.6719","-53.8089","Brazil","BR","BRA","Paraná","minor","20481","1076374663"
"Peritoró","Peritoro","-4.3828","-44.3328","Brazil","BR","BRA","Maranhão","minor","20479","1076656373"
"Paraisópolis","Paraisopolis","-22.5539","-45.7800","Brazil","BR","BRA","Minas Gerais","minor","20445","1076153372"
"Conde","Conde","-11.8139","-37.6108","Brazil","BR","BRA","Bahia","minor","20426","1076912261"
"Itatira","Itatira","-4.6072","-39.6541","Brazil","BR","BRA","Ceará","minor","20424","1076647761"
"Lambari","Lambari","-21.9758","-45.3500","Brazil","BR","BRA","Minas Gerais","minor","20414","1076960133"
"Campo Magro","Campo Magro","-25.3689","-49.4508","Brazil","BR","BRA","Paraná","minor","20409","1076716501"
"Jaboticatubas","Jaboticatubas","-19.5139","-43.7450","Brazil","BR","BRA","Minas Gerais","minor","20406","1076147511"
"Buritis","Buritis","-15.6178","-46.4228","Brazil","BR","BRA","Minas Gerais","minor","20396","1076783642"
"Jaguaruna","Jaguaruna","-28.6150","-49.0258","Brazil","BR","BRA","Santa Catarina","minor","20375","1076644928"
"Porto Real","Porto Real","-22.4200","-44.2900","Brazil","BR","BRA","Rio de Janeiro","minor","20373","1076140508"
"Flores","Flores","-7.8658","-37.9750","Brazil","BR","BRA","Pernambuco","minor","20347","1076955448"
"Monte Azul","Monte Azul","-15.1553","-42.8589","Brazil","BR","BRA","Minas Gerais","minor","20328","1076346009"
"São Felipe","Sao Felipe","-12.8469","-39.0889","Brazil","BR","BRA","Bahia","minor","20283","1076363237"
"Salgado","Salgado","-11.0319","-37.4750","Brazil","BR","BRA","Sergipe","minor","20279","1076036946"
"Cândido Mendes","Candido Mendes","-1.4467","-45.7167","Brazil","BR","BRA","Maranhão","minor","20278","1076905087"
"Chorozinho","Chorozinho","-4.3003","-38.4978","Brazil","BR","BRA","Ceará","minor","20274","1076780139"
"Ervália","Ervalia","-20.8400","-42.6569","Brazil","BR","BRA","Minas Gerais","minor","20255","1076582850"
"Parnamirim","Parnamirim","-8.0906","-39.5783","Brazil","BR","BRA","Pernambuco","minor","20224","1076703866"
"Pompéia","Pompeia","-22.1089","-50.1719","Brazil","BR","BRA","São Paulo","minor","20196","1076663020"
"Uruburetama","Uruburetama","-3.6250","-39.5078","Brazil","BR","BRA","Ceará","minor","20189","1076255613"
"Monte Alegre de Minas","Monte Alegre de Minas","-18.8708","-48.8808","Brazil","BR","BRA","Minas Gerais","minor","20170","1076152420"
"Medina","Medina","-16.2228","-41.4769","Brazil","BR","BRA","Minas Gerais","minor","20156","1076322819"
"Regente Feijó","Regente Feijo","-22.2208","-51.3028","Brazil","BR","BRA","São Paulo","minor","20145","1076508194"
"Aquidabã","Aquidaba","-10.2833","-37.0333","Brazil","BR","BRA","Sergipe","minor","20131","1076336875"
"Turmalina","Turmalina","-17.2856","-42.7300","Brazil","BR","BRA","Minas Gerais","minor","20125","1076799551"
"Belmonte","Belmonte","-15.8628","-38.8828","Brazil","BR","BRA","Bahia","minor","20121","1076000416"
"Caravelas","Caravelas","-17.7319","-39.2658","Brazil","BR","BRA","Bahia","minor","20103","1076667484"
"Piatã","Piata","-13.1519","-41.7728","Brazil","BR","BRA","Bahia","minor","20086","1076965832"
"Barroso","Barroso","-21.1869","-43.9758","Brazil","BR","BRA","Minas Gerais","minor","20080","1076577038"
"Schroeder","Schroeder","-26.4128","-49.0728","Brazil","BR","BRA","Santa Catarina","minor","20061","1076396669"
"Mutuípe","Mutuipe","-13.2289","-39.5050","Brazil","BR","BRA","Bahia","minor","20037","1076000638"
"São Joaquim do Monte","Sao Joaquim do Monte","-8.4319","-35.8039","Brazil","BR","BRA","Pernambuco","minor","20037","1076649573"
"Manhumirim","Manhumirim","-20.3578","-41.9578","Brazil","BR","BRA","Minas Gerais","minor","20025","1076127364"
"Presidente Getúlio","Presidente Getulio","-27.0508","-49.6228","Brazil","BR","BRA","Santa Catarina","minor","20010","1076724781"
"Rio Formoso","Rio Formoso","-8.6639","-35.1589","Brazil","BR","BRA","Pernambuco","minor","20009","1076850628"
"Tupanciretã","Tupancireta","-29.0808","-53.8358","Brazil","BR","BRA","Rio Grande do Sul","minor","20005","1076364387"
"Coreaú","Coreau","-3.5328","-40.6569","Brazil","BR","BRA","Ceará","minor","19981","1076455548"
"Vazante","Vazante","-17.9869","-46.9078","Brazil","BR","BRA","Minas Gerais","minor","19975","1076073984"
"Buri","Buri","-23.7975","-48.5928","Brazil","BR","BRA","São Paulo","minor","19965","1076684373"
"Tibagi","Tibagi","-24.5089","-50.4139","Brazil","BR","BRA","Paraná","minor","19961","1076856975"
"Alpinópolis","Alpinopolis","-20.8639","-46.3878","Brazil","BR","BRA","Minas Gerais","minor","19958","1076981643"
"Carira","Carira","-10.3581","-37.7008","Brazil","BR","BRA","Sergipe","minor","19939","1076945908"
"Cachoeirinha","Cachoeirinha","-8.4858","-36.2328","Brazil","BR","BRA","Pernambuco","minor","19899","1076462006"
"Vila Rica","Vila Rica","-10.0119","-51.1158","Brazil","BR","BRA","Mato Grosso","minor","19888","1076540734"
"Guatuba","Guatuba","-4.0400","-38.6369","Brazil","BR","BRA","Ceará","","19884","1076369856"
"Andirá","Andira","-23.0508","-50.2289","Brazil","BR","BRA","Paraná","minor","19878","1076197418"
"Castilho","Castilho","-20.8722","-51.4875","Brazil","BR","BRA","São Paulo","minor","19873","1076553673"
"Ibirama","Ibirama","-27.0569","-49.5178","Brazil","BR","BRA","Santa Catarina","minor","19862","1076103738"
"Rio Verde de Mato Grosso","Rio Verde de Mato Grosso","-18.9178","-54.8439","Brazil","BR","BRA","Mato Grosso do Sul","minor","19818","1076408568"
"Pradópolis","Pradopolis","-21.3594","-48.0656","Brazil","BR","BRA","São Paulo","minor","19814","1076557864"
"Remígio","Remigio","-6.9660","-35.7951","Brazil","BR","BRA","Paraíba","minor","19798","1076104927"
"Itaparica","Itaparica","-12.8878","-38.6789","Brazil","BR","BRA","Bahia","minor","19789","1076639827"
"Rubiataba","Rubiataba","-15.1639","-49.8028","Brazil","BR","BRA","Goiás","minor","19788","1076760210"
"Araripe","Araripe","-7.2128","-40.0458","Brazil","BR","BRA","Ceará","minor","19783","1076163103"
"Senador Guiomard","Senador Guiomard","-10.1497","-67.7374","Brazil","BR","BRA","Acre","minor","19761","1076352899"
"Simonésia","Simonesia","-20.1239","-42.0008","Brazil","BR","BRA","Minas Gerais","minor","19750","1076773579"
"Três Barras","Tres Barras","-26.1058","-50.3219","Brazil","BR","BRA","Santa Catarina","minor","19746","1076248669"
"Itatinga","Itatinga","-23.1017","-48.6158","Brazil","BR","BRA","São Paulo","minor","19738","1076066003"
"Crisópolis","Crisopolis","-11.5108","-38.1500","Brazil","BR","BRA","Bahia","minor","19729","1076853607"
"Cuité","Cuite","-6.4850","-36.1569","Brazil","BR","BRA","Paraíba","minor","19719","1076189452"
"Castelo do Piauí","Castelo do Piaui","-5.3222","-41.5525","Brazil","BR","BRA","Piauí","minor","19715","1076388877"
"Orós","Oros","-6.2439","-38.9139","Brazil","BR","BRA","Ceará","minor","19675","1076430062"
"Buriti dos Lopes","Buriti dos Lopes","-3.1750","-41.8669","Brazil","BR","BRA","Piauí","minor","19654","1076651757"
"São Lourenço d’Oeste","Sao Lourenco d'Oeste","-26.3589","-52.8508","Brazil","BR","BRA","Santa Catarina","minor","19647","1076967132"
"Ampère","Ampere","-25.9150","-53.4728","Brazil","BR","BRA","Paraná","minor","19620","1076399065"
"Tapauá","Tapaua","-5.6278","-63.1828","Brazil","BR","BRA","Amazonas","minor","19599","1076687241"
"Xapuri","Xapuri","-10.6517","-68.5044","Brazil","BR","BRA","Acre","minor","19596","1076525025"
"Buritirama","Buritirama","-10.7078","-43.6308","Brazil","BR","BRA","Bahia","minor","19589","1076008986"
"Bequimão","Bequimao","-2.4489","-44.7828","Brazil","BR","BRA","Maranhão","minor","19584","1076416411"
"Extremoz","Extremoz","-5.7058","-35.3069","Brazil","BR","BRA","Rio Grande do Norte","minor","19572","1076180911"
"Caraí","Carai","-17.1889","-41.6950","Brazil","BR","BRA","Minas Gerais","minor","19548","1076396807"
"Guapó","Guapo","-16.8308","-49.5319","Brazil","BR","BRA","Goiás","minor","19545","1076785734"
"Jacaré","Jacare","-18.9058","-40.0758","Brazil","BR","BRA","Espírito Santo","minor","19539","1076355276"
"Ipanema","Ipanema","-19.8008","-41.7128","Brazil","BR","BRA","Minas Gerais","minor","19522","1076328318"
"Pauini","Pauini","-7.7136","-66.9764","Brazil","BR","BRA","Amazonas","minor","19522","1076909875"
"São Vicente Ferrer","Sao Vicente Ferrer","-2.8939","-44.8800","Brazil","BR","BRA","Maranhão","minor","19498","1076834299"
"Nova Granada","Nova Granada","-20.5339","-49.3139","Brazil","BR","BRA","São Paulo","minor","19419","1076239207"
"Pariquera-Açu","Pariquera-Acu","-24.7150","-47.8811","Brazil","BR","BRA","São Paulo","minor","19391","1076959622"
"Cantagalo","Cantagalo","-21.9808","-42.3678","Brazil","BR","BRA","Rio de Janeiro","minor","19390","1076919346"
"Alto Araguaia","Alto Araguaia","-17.3147","-53.2153","Brazil","BR","BRA","Mato Grosso","minor","19385","1076823641"
"Barro","Barro","-7.1769","-38.7819","Brazil","BR","BRA","Ceará","minor","19381","1076705196"
"Canto do Buriti","Canto do Buriti","-8.1100","-42.9439","Brazil","BR","BRA","Piauí","minor","19365","1076214871"
"Juquiá","Juquia","-24.3208","-47.6347","Brazil","BR","BRA","São Paulo","minor","19359","1076000755"
"Paranapanema","Paranapanema","-23.3886","-48.7228","Brazil","BR","BRA","São Paulo","minor","19357","1076413704"
"Presidente Médici","Presidente Medici","-11.1758","-61.9008","Brazil","BR","BRA","Rondônia","minor","19327","1076970693"
"Mâncio Lima","Mancio Lima","-7.6142","-72.8958","Brazil","BR","BRA","Acre","minor","19311","1076586312"
"Monte Azul Paulista","Monte Azul Paulista","-20.9072","-48.6414","Brazil","BR","BRA","São Paulo","minor","19304","1076549080"
"Marechal Taumaturgo","Marechal Taumaturgo","-8.9411","-72.7917","Brazil","BR","BRA","Acre","minor","19299","1076754206"
"Pitimbu","Pitimbu","-7.4706","-34.8086","Brazil","BR","BRA","Paraíba","minor","19275","1076000940"
"Tonantins","Tonantins","-2.8728","-67.8019","Brazil","BR","BRA","Amazonas","minor","19247","1076820908"
"Realeza","Realeza","-25.7669","-53.5269","Brazil","BR","BRA","Paraná","minor","19247","1076096900"
"Araçoiaba","Aracoiaba","-7.7900","-35.0908","Brazil","BR","BRA","Pernambuco","minor","19243","1076400121"
"Ibatiba","Ibatiba","-20.2364","-41.5092","Brazil","BR","BRA","Espírito Santo","minor","19210","1076060126"
"Venceslau Brás","Venceslau Bras","-23.8739","-49.8028","Brazil","BR","BRA","Paraná","minor","19188","1076893180"
"Jaicós","Jaicos","-7.3592","-41.1378","Brazil","BR","BRA","Piauí","minor","19170","1076153512"
"Cocos","Cocos","-14.1839","-44.5339","Brazil","BR","BRA","Bahia","minor","19151","1076142940"
"Papanduva","Papanduva","-26.3700","-50.1439","Brazil","BR","BRA","Santa Catarina","minor","19150","1076237146"
"Guaranésia","Guaranesia","-21.2989","-46.8028","Brazil","BR","BRA","Minas Gerais","minor","19150","1076203093"
"Passagem Franca","Passagem Franca","-6.1797","-43.7836","Brazil","BR","BRA","Maranhão","minor","19137","1076066063"
"Contenda","Contenda","-25.6758","-49.5350","Brazil","BR","BRA","Paraná","minor","19128","1076154987"
"Cerqueira César","Cerqueira Cesar","-23.0356","-49.1661","Brazil","BR","BRA","São Paulo","minor","19109","1076534225"
"Butiá","Butia","-30.1200","-51.9619","Brazil","BR","BRA","Rio Grande do Sul","minor","19084","1076641089"
"Chopinzinho","Chopinzinho","-25.8558","-52.5228","Brazil","BR","BRA","Paraná","minor","19083","1076299334"
"Pindobaçu","Pindobacu","-10.7428","-40.3628","Brazil","BR","BRA","Bahia","minor","19083","1076228908"
"São José de Piranhas","Sao Jose de Piranhas","-7.1208","-38.5019","Brazil","BR","BRA","Paraíba","minor","19067","1076773961"
"Taquarana","Taquarana","-9.6450","-36.4969","Brazil","BR","BRA","Alagoas","minor","19032","1076029137"
"Água Branca","Agua Branca","-9.2608","-37.9361","Brazil","BR","BRA","Alagoas","minor","19008","1076362239"
"Lagoa de Itaenga","Lagoa de Itaenga","-7.9358","-35.2900","Brazil","BR","BRA","Pernambuco","minor","19003","1076002753"
"Cafelândia","Cafelandia","-24.6178","-53.3200","Brazil","BR","BRA","Paraná","minor","18997","1076309402"
"Chapada dos Guimarães","Chapada dos Guimaraes","-15.4608","-55.7500","Brazil","BR","BRA","Mato Grosso","minor","18990","1076928999"
"Barão do Grajaú","Barao do Grajau","-6.7558","-43.0239","Brazil","BR","BRA","Maranhão","minor","18984","1076023877"
"Caconde","Caconde","-21.5289","-46.6439","Brazil","BR","BRA","São Paulo","minor","18976","1076573900"
"Baraúna","Barauna","-5.0800","-37.6169","Brazil","BR","BRA","Rio Grande do Norte","minor","18922","1076848828"
"Lagoa Formosa","Lagoa Formosa","-18.7789","-46.4078","Brazil","BR","BRA","Minas Gerais","minor","18904","1076465186"
"Guareí","Guarei","-23.3728","-48.1842","Brazil","BR","BRA","São Paulo","minor","18887","1076364248"
"Formoso do Araguaia","Formoso do Araguaia","-11.7969","-49.5289","Brazil","BR","BRA","Tocantins","minor","18881","1076817559"
"Conceição","Conceicao","-7.5619","-38.5089","Brazil","BR","BRA","Paraíba","minor","18860","1076029380"
"Horizontina","Horizontina","-27.6258","-54.3078","Brazil","BR","BRA","Rio Grande do Sul","minor","18851","1076684828"
"Varzelândia","Varzelandia","-15.7008","-44.0278","Brazil","BR","BRA","Minas Gerais","minor","18840","1076633098"
"Barcelos","Barcelos","-0.9750","-62.9239","Brazil","BR","BRA","Amazonas","minor","18834","1076105080"
"São José da Coroa Grande","Sao Jose da Coroa Grande","-8.8978","-35.1478","Brazil","BR","BRA","Pernambuco","minor","18825","1076387901"
"Caraúbas","Caraubas","-5.7928","-37.5569","Brazil","BR","BRA","Rio Grande do Norte","minor","18810","1076497520"
"Pastos Bons","Pastos Bons","-6.6019","-44.0769","Brazil","BR","BRA","Maranhão","minor","18802","1076108777"
"Ibirataia","Ibirataia","-14.0669","-39.6408","Brazil","BR","BRA","Bahia","minor","18792","1076392092"
"Terra Santa","Terra Santa","-2.1039","-56.4869","Brazil","BR","BRA","Pará","minor","18782","1076655629"
"Itajuípe","Itajuipe","-14.6778","-39.3750","Brazil","BR","BRA","Bahia","minor","18781","1076492773"
"Presidente Olegário","Presidente Olegario","-18.4178","-46.4178","Brazil","BR","BRA","Minas Gerais","minor","18765","1076631969"
"Altônia","Altonia","-23.8739","-53.9019","Brazil","BR","BRA","Paraná","minor","18742","1076528546"
"Aroeiras","Aroeiras","-7.5450","-35.7078","Brazil","BR","BRA","Paraíba","minor","18705","1076842868"
"Areia Branca","Areia Branca","-10.7578","-37.3153","Brazil","BR","BRA","Sergipe","minor","18686","1076722272"
"Afrânio","Afranio","-8.5000","-41.0000","Brazil","BR","BRA","Pernambuco","minor","18674","1076000646"
"São Raimundo das Mangabeiras","Sao Raimundo das Mangabeiras","-7.0219","-45.4808","Brazil","BR","BRA","Maranhão","minor","18672","1076826320"
"Carnaíba","Carnaiba","-7.8050","-37.7939","Brazil","BR","BRA","Pernambuco","minor","18644","1076801823"
"Ribeirão Branco","Ribeirao Branco","-24.2208","-48.7658","Brazil","BR","BRA","São Paulo","minor","18627","1076454991"
"Ubaíra","Ubaira","-13.2678","-39.6628","Brazil","BR","BRA","Bahia","minor","18626","1076435268"
"Sanharó","Sanharo","-8.3608","-36.5658","Brazil","BR","BRA","Pernambuco","minor","18624","1076875890"
"Seara","Seara","-27.1489","-52.3108","Brazil","BR","BRA","Santa Catarina","minor","18620","1076737843"
"Carlos Chagas","Carlos Chagas","-17.7028","-40.7658","Brazil","BR","BRA","Minas Gerais","minor","18615","1076618010"
"Reriutaba","Reriutaba","-4.1419","-40.5819","Brazil","BR","BRA","Ceará","minor","18606","1076183973"
"São Gabriel","Sao Gabriel","-11.2289","-41.9119","Brazil","BR","BRA","Bahia","minor","18600","1076679834"
"Miracema do Tocantins","Miracema do Tocantins","-9.5669","-48.3919","Brazil","BR","BRA","Tocantins","minor","18566","1076346229"
"Morros","Morros","-2.8639","-44.0389","Brazil","BR","BRA","Maranhão","minor","18554","1076928114"
"Miracatu","Miracatu","-24.2808","-47.4600","Brazil","BR","BRA","São Paulo","minor","18553","1076480292"
"Matipó","Matipo","-20.2839","-42.3408","Brazil","BR","BRA","Minas Gerais","minor","18552","1076369965"
"Morro da Fumaça","Morro da Fumaca","-28.6508","-49.2100","Brazil","BR","BRA","Santa Catarina","minor","18537","1076895972"
"Colina","Colina","-20.7136","-48.5411","Brazil","BR","BRA","São Paulo","minor","18535","1076416101"
"Madre de Deus","Madre de Deus","-12.7408","-38.6208","Brazil","BR","BRA","Bahia","minor","18504","1076769060"
"Anicuns","Anicuns","-16.4608","-49.9619","Brazil","BR","BRA","Goiás","minor","18503","1076386139"
"Potirendaba","Potirendaba","-21.0428","-49.3769","Brazil","BR","BRA","São Paulo","minor","18496","1076838060"
"Fátima","Fatima","-10.6000","-38.2169","Brazil","BR","BRA","Bahia","minor","18481","1076705268"
"Alcântara","Alcantara","-2.4089","-44.4150","Brazil","BR","BRA","Maranhão","minor","18467","1076650057"
"Pio IX","Pio IX","-6.8375","-40.5792","Brazil","BR","BRA","Piauí","minor","18459","1076863731"
"Lagoa da Canoa","Lagoa da Canoa","-9.8300","-36.7378","Brazil","BR","BRA","Alagoas","minor","18457","1076877725"
"Matelândia","Matelandia","-25.2408","-53.9958","Brazil","BR","BRA","Paraná","minor","18450","1076088305"
"Belo Campo","Belo Campo","-15.0378","-41.2600","Brazil","BR","BRA","Bahia","minor","18412","1076167389"
"Quitandinha","Quitandinha","-25.8719","-49.4978","Brazil","BR","BRA","Paraná","minor","18398","1076520293"
"Inhapi","Inhapi","-9.2214","-37.7486","Brazil","BR","BRA","Alagoas","minor","18392","1076122999"
"Aragarças","Aragarcas","-15.8978","-52.2508","Brazil","BR","BRA","Goiás","minor","18390","1076176600"
